"id","symbol","datetime","current_price","open_price","close_price","high_price","low_price","percent_change","volume"
75,JPM,2023-12-22 15:15:00.000 +0100,167.31,167.71001,167.31,167.74001,167.25999,-0.2385128949667398,145244.0
76,JPM,2023-12-22 15:00:00.000 +0100,167.72,167.82001,167.72,167.85001,167.62,-0.05959360865250663,97950.0
77,JPM,2023-12-22 14:45:00.000 +0100,167.82291,167.88,167.82291,167.99001,167.82291,-0.034006433166540444,82248.0
78,JPM,2023-12-22 14:30:00.000 +0100,167.89,168.03999,167.89,168.047,167.7916,-0.08925851519034399,120118.0
79,JPM,2023-12-22 14:15:00.000 +0100,168.045,168.035,168.045,168.08501,167.97,0.005951141131306516,85071.0
80,JPM,2023-12-22 14:00:00.000 +0100,168.03999,168.05,168.03999,168.1201,167.97501,-0.005956560547469503,81659.0
81,JPM,2023-12-22 13:45:00.000 +0100,168.05499,168.0025,168.05499,168.23,167.96001,0.031243582684785002,159272.0
82,JPM,2023-12-22 13:30:00.000 +0100,168.02499,167.895,168.02499,168.03,167.8,0.07742338961850696,90042.0
83,JPM,2023-12-22 13:15:00.000 +0100,167.91,167.7,167.91,167.9799,167.67999,0.12522361359571138,102008.0
84,JPM,2023-12-22 13:00:00.000 +0100,167.72,167.75999,167.72,167.89999,167.64999,-0.023837626599756516,112767.0
85,JPM,2023-12-22 12:45:00.000 +0100,167.77,167.435,167.77,167.82001,167.36,0.20007764207006176,146628.0
86,JPM,2023-12-22 12:30:00.000 +0100,167.42999,167.64999,167.42999,167.72,167.42,-0.13122577579634742,144402.0
87,JPM,2023-12-22 12:15:00.000 +0100,167.6329,167.7298,167.6329,167.75,167.50999,-0.05777148723721431,104353.0
88,JPM,2023-12-22 12:00:00.000 +0100,167.7258,167.46001,167.7258,167.73,167.42,0.1587184904622789,163463.0
89,JPM,2023-12-22 11:45:00.000 +0100,167.61,167.87,167.61,167.92,167.60001,-0.15488175373800614,168727.0
90,JPM,2023-12-22 11:30:00.000 +0100,167.85001,168.11,167.85001,168.19,167.83,-0.15465469038130755,165807.0
91,JPM,2023-12-22 11:15:00.000 +0100,168.10001,167.83,168.10001,168.14,167.72,0.16088303640587795,141174.0
92,JPM,2023-12-22 11:00:00.000 +0100,167.82001,167.99001,167.82001,168.19,167.78999,-0.10119649376770434,239560.0
93,JPM,2023-12-22 10:45:00.000 +0100,167.99001,167.81,167.99001,168.0899,167.7,0.1072701269292712,202262.0
94,JPM,2023-12-22 10:30:00.000 +0100,167.83,167.5,167.83,167.96001,167.39999,0.19701492537314177,422571.0
95,JPM,2023-12-21 16:45:00.000 +0100,167.5,166.88,167.5,167.58,166.85001,0.3715244487056595,762015.0
96,JPM,2023-12-21 16:30:00.000 +0100,166.89,166.81,166.89,167.00999,166.7,0.047958755470286,262822.0
97,JPM,2023-12-21 16:15:00.000 +0100,166.81,166.435,166.81,166.81,166.37,0.2253131853276054,185582.0
98,JPM,2023-12-21 16:00:00.000 +0100,166.435,166.41,166.435,166.48,166.28999,0.015023135628871873,200964.0
99,JPM,2023-12-21 15:45:00.000 +0100,166.38499,166.57001,166.38499,166.60001,166.325,-0.11107641765766155,128307.0
100,JPM,2023-12-21 15:30:00.000 +0100,166.56,166.53999,166.56,166.64,166.47,0.012015132221404245,139274.0
101,JPM,2023-12-21 15:15:00.000 +0100,166.53999,166.14999,166.53999,166.55,166.14,0.23472766986021867,201584.0
102,JPM,2023-12-21 15:00:00.000 +0100,166.14999,166.16,166.14999,166.3,166.11,-0.006024313914295907,161658.0
103,JPM,2023-12-21 14:45:00.000 +0100,166.17,166.06,166.17,166.27,166.03,0.06624111766830376,143527.0
104,JPM,2023-12-21 14:30:00.000 +0100,166.03999,165.99001,166.03999,166.21001,165.94009,0.03011024579128382,181509.0
105,JPM,2023-12-21 14:15:00.000 +0100,165.99001,165.91499,165.99001,166.09,165.675,0.04521592654167258,225980.0
106,JPM,2023-12-21 14:00:00.000 +0100,165.94,166.12,165.94,166.14,165.92,-0.10835540573080113,215694.0
107,JPM,2023-12-21 13:45:00.000 +0100,166.13,166.45,166.13,166.55,166.10001,-0.192249924902369,133875.0
108,JPM,2023-12-21 13:30:00.000 +0100,166.46001,166.31,166.46001,166.55,166.28999,0.09019902591546441,170170.0
109,JPM,2023-12-21 13:15:00.000 +0100,166.30499,166.315,166.30499,166.50999,166.28,-0.006018699455848288,149152.0
110,JPM,2023-12-21 13:00:00.000 +0100,166.28999,166.66,166.28999,166.7,166.22,-0.22201488059522845,146071.0
111,JPM,2023-12-21 12:45:00.000 +0100,166.69,166.89999,166.69,166.96001,166.66,-0.1258178625415165,100167.0
112,JPM,2023-12-21 12:30:00.000 +0100,166.89,166.92999,166.89,166.97,166.71001,-0.02395615071924301,151261.0
113,JPM,2023-12-21 12:15:00.000 +0100,166.92999,166.86,166.92999,167.10001,166.755,0.041945343401648086,166037.0
114,JPM,2023-12-21 12:00:00.000 +0100,166.86501,166.99001,166.86501,167.11,166.75,-0.07485477724086607,163923.0
115,JPM,2023-12-21 11:45:00.000 +0100,166.9536,167.02499,166.9536,167.1203,166.83,-0.04274210703440728,154474.0
116,JPM,2023-12-21 11:30:00.000 +0100,167.02,167.12,167.02,167.23,166.83,-0.05983724269985299,146956.0
117,JPM,2023-12-21 11:15:00.000 +0100,167.03259,167.065,167.03259,167.44,166.85899,-0.01939963487265359,349659.0
118,JPM,2023-12-21 11:00:00.000 +0100,167.06,167.37,167.06,167.49001,166.87,-0.18521837844297204,297151.0
119,JPM,2023-12-21 10:45:00.000 +0100,167.35001,167.46001,167.35001,167.85001,167.27,-0.06568732439465019,307606.0
120,JPM,2023-12-21 10:30:00.000 +0100,167.44,166.84,167.44,168.09,166.81,0.35962598897146625,560269.0
121,JPM,2023-12-20 16:45:00.000 +0100,166.56,167.06,166.56,167.14,166.45,-0.2992936669460074,820841.0
122,JPM,2023-12-20 16:30:00.000 +0100,167.06,166.88499,167.06,167.06,166.69009,0.10486862838893693,312997.0
123,JPM,2023-12-20 16:15:00.000 +0100,166.88,166.78,166.88,167.24001,166.78,0.0599592277251435,331917.0
124,JPM,2023-12-20 16:00:00.000 +0100,166.75,167.10001,166.75,167.185,166.45,-0.20946138782397292,327455.0
125,JPM,2023-12-20 15:45:00.000 +0100,167.11,167.98,167.11,168.03999,167.03999,-0.5179187998571116,345153.0
126,JPM,2023-12-20 15:30:00.000 +0100,167.965,168.215,167.965,168.3,167.86,-0.1486193264572125,192001.0
127,JPM,2023-12-20 15:15:00.000 +0100,168.22,168.39999,168.22,168.44,168.13499,-0.10688242914979013,181586.0
128,JPM,2023-12-20 15:00:00.000 +0100,168.39999,168.39999,168.39999,168.4158,168.24001,0.0,306711.0
129,JPM,2023-12-20 14:45:00.000 +0100,168.42,168.61,168.42,168.71001,168.36,-0.11268608030367483,167553.0
130,JPM,2023-12-20 14:30:00.000 +0100,168.61,168.78999,168.61,168.89999,168.53999,-0.10663547050389377,215433.0
131,JPM,2023-12-20 14:15:00.000 +0100,168.78999,168.82001,168.78999,168.92999,168.7,-0.01778225223420345,128575.0
132,JPM,2023-12-20 14:00:00.000 +0100,168.82001,169.09,168.82001,169.1028,168.82001,-0.15967236382991723,176661.0
133,JPM,2023-12-20 13:45:00.000 +0100,169.08501,169.235,169.08501,169.25,169.06,-0.08862823883948504,475018.0
134,JPM,2023-12-20 13:30:00.000 +0100,169.24181,169.3,169.24181,169.41,169.24181,-0.03437093916126675,146815.0
135,JPM,2023-12-20 13:15:00.000 +0100,169.2869,169.32001,169.2869,169.41,169.27499,-0.01955468819071859,148968.0
136,JPM,2023-12-20 13:00:00.000 +0100,169.3197,169.08,169.3197,169.3197,169.06,0.14176721078779222,157530.0
137,JPM,2023-12-20 12:45:00.000 +0100,169.08501,169.00999,169.08501,169.14,168.9101,0.04438790866742457,139270.0
138,JPM,2023-12-20 12:30:00.000 +0100,169.00999,168.97,169.00999,169.09,168.86,0.02366692312244118,238468.0
139,JPM,2023-12-20 12:15:00.000 +0100,168.9631,168.95,168.9631,169.03999,168.825,0.00775377330571681,193262.0
140,JPM,2023-12-20 12:00:00.000 +0100,168.95,168.64,168.95,168.98,168.57001,0.18382352941176608,164744.0
141,JPM,2023-12-20 11:45:00.000 +0100,168.64,168.53999,168.64,168.80499,168.50999,0.05933903283131647,244092.0
142,JPM,2023-12-20 11:30:00.000 +0100,168.53,168.09,168.53,168.55,168.0817,0.2617645309060609,216886.0
143,JPM,2023-12-20 11:15:00.000 +0100,168.09,168.06,168.09,168.21001,167.96001,0.017850767583006744,209010.0
144,JPM,2023-12-20 11:00:00.000 +0100,168.05991,168.16,168.05991,168.46001,167.94,-0.059520694576590434,319253.0
145,JPM,2023-12-20 10:45:00.000 +0100,168.16,168.99001,168.16,168.99001,168.07001,-0.4911592111273416,402538.0
146,JPM,2023-12-20 10:30:00.000 +0100,168.97,167.99001,168.97,169.00999,167.97,0.5833620701611879,725646.0
147,JPM,2023-12-19 16:45:00.000 +0100,168.45,168.14999,168.45,168.47,167.97501,0.17841808970668754,781323.0
148,JPM,2023-12-19 16:30:00.000 +0100,168.155,168.06,168.155,168.155,167.81,0.05652743067951854,287148.0
149,JPM,2023-12-19 16:15:00.000 +0100,168.05,168.00999,168.05,168.05,167.89,0.023814060104416196,162162.0
150,JPM,2023-12-19 16:00:00.000 +0100,168.01469,167.92999,168.01469,168.05,167.85001,0.05043768537114663,477488.0
151,JPM,2023-12-19 15:45:00.000 +0100,167.91,167.815,167.91,167.92,167.74001,0.0566099573935577,150511.0
152,JPM,2023-12-19 15:30:00.000 +0100,167.81,167.95,167.81,167.95,167.8,-0.08335814230424911,126372.0
153,JPM,2023-12-19 15:15:00.000 +0100,167.944,167.69501,167.944,167.944,167.69501,0.14847788255595207,138015.0
154,JPM,2023-12-19 15:00:00.000 +0100,167.69,167.705,167.69,167.81,167.62,-0.008944277153343536,131409.0
155,JPM,2023-12-19 14:45:00.000 +0100,167.7,167.6017,167.7,167.75,167.53,0.05865095640437701,138930.0
156,JPM,2023-12-19 14:30:00.000 +0100,167.60001,167.67999,167.60001,167.91499,167.57001,-0.047697999027794646,241996.0
157,JPM,2023-12-19 14:15:00.000 +0100,167.67999,167.62,167.67999,167.715,167.56,0.035789285288151236,119684.0
158,JPM,2023-12-19 14:00:00.000 +0100,167.62,167.55881,167.62,167.66,167.46001,0.03651852146718547,139658.0
159,JPM,2023-12-19 13:45:00.000 +0100,167.56,167.278,167.56,167.625,167.27499,0.16858164253518734,146617.0
160,JPM,2023-12-19 13:30:00.000 +0100,167.27499,167.22,167.27499,167.355,167.2,0.03288482238966849,123404.0
161,JPM,2023-12-19 13:15:00.000 +0100,167.23,167.24091,167.23,167.35001,167.17999,-0.006523523460870881,200155.0
162,JPM,2023-12-19 13:00:00.000 +0100,167.24001,167.31,167.24001,167.34,167.16,-0.04183252644790509,128427.0
163,JPM,2023-12-19 12:45:00.000 +0100,167.28,167.35001,167.28,167.5,167.28,-0.04183447613776441,175437.0
164,JPM,2023-12-19 12:30:00.000 +0100,167.343,167.08,167.343,167.35001,167.07001,0.15740962413213838,215244.0
165,JPM,2023-12-19 12:15:00.000 +0100,167.06,166.99001,167.06,167.0997,166.87,0.04191268687269975,155220.0
166,JPM,2023-12-19 12:00:00.000 +0100,166.98,166.9299,166.98,167.0,166.78999,0.030012598102548593,156083.0
167,JPM,2023-12-19 11:45:00.000 +0100,166.92,166.82021,166.92,166.94,166.63,0.05981889124823935,316687.0
168,JPM,2023-12-19 11:30:00.000 +0100,166.8299,166.72,166.8299,166.98,166.67999,0.06591890595010216,223957.0
169,JPM,2023-12-19 11:15:00.000 +0100,166.72,166.46001,166.72,166.96001,166.41,0.15618766333126358,679032.0
170,JPM,2023-12-19 11:00:00.000 +0100,166.47,166.61,166.47,166.655,166.205,-0.08402856971371153,257392.0
171,JPM,2023-12-19 10:45:00.000 +0100,166.595,166.48,166.595,166.73,166.27,0.06907736665065418,344644.0
172,JPM,2023-12-19 10:30:00.000 +0100,166.48,166.0,166.48,166.50999,165.55,0.2891566265060179,657697.0
173,JPM,2023-12-18 16:45:00.000 +0100,166.21001,166.375,166.21001,166.375,166.05,-0.09916754320059436,717251.0
174,JPM,2023-12-18 16:30:00.000 +0100,166.37,166.19,166.37,166.38901,166.14999,0.10830976593056552,262536.0
175,JPM,2023-12-18 16:15:00.000 +0100,166.19,166.15581,166.19,166.25,166.095,0.020577071605257305,157162.0
176,JPM,2023-12-18 16:00:00.000 +0100,166.1575,166.03,166.1575,166.17,165.94501,0.07679335059928792,163823.0
177,JPM,2023-12-18 15:45:00.000 +0100,166.03,166.06,166.03,166.06,165.92,-0.018065759364085953,219098.0
178,JPM,2023-12-18 15:30:00.000 +0100,166.065,165.97,166.065,166.11,165.9147,0.05723926010724761,224245.0
179,JPM,2023-12-18 15:15:00.000 +0100,165.96001,165.925,165.96001,166.185,165.84,0.0210998945306613,207217.0
180,JPM,2023-12-18 15:00:00.000 +0100,165.92,165.91,165.92,165.99001,165.84,0.006027364233615155,118130.0
181,JPM,2023-12-18 14:45:00.000 +0100,165.91,165.7,165.91,165.91,165.66499,0.1267350633675365,103237.0
182,JPM,2023-12-18 14:30:00.000 +0100,165.71001,165.74001,165.71001,165.84,165.63,-0.01810063846382122,153578.0
183,JPM,2023-12-18 14:15:00.000 +0100,165.73,165.75999,165.73,165.86,165.67,-0.018092423871404653,146872.0
184,JPM,2023-12-18 14:00:00.000 +0100,165.77,165.81,165.77,165.87,165.64999,-0.02412399734635549,151178.0
185,JPM,2023-12-18 13:45:00.000 +0100,165.80499,166.06,165.80499,166.11501,165.72,-0.153564976514512,165200.0
186,JPM,2023-12-18 13:30:00.000 +0100,166.07001,166.2,166.07001,166.22,165.89999,-0.07821299638988706,148997.0
187,JPM,2023-12-18 13:15:00.000 +0100,166.1826,166.31,166.1826,166.3172,166.11011,-0.07660393241536552,157086.0
188,JPM,2023-12-18 13:00:00.000 +0100,166.3071,166.4978,166.3071,166.52499,166.295,-0.11453604792376892,138787.0
189,JPM,2023-12-18 12:45:00.000 +0100,166.495,166.5,166.495,166.59,166.37,-0.0030030030030002717,139591.0
190,JPM,2023-12-18 12:30:00.000 +0100,166.48,166.46001,166.48,166.59,166.38499,0.012008890303430017,206931.0
191,JPM,2023-12-18 12:15:00.000 +0100,166.47,166.52,166.47,166.66,166.44,-0.030026423252468994,206178.0
192,JPM,2023-12-18 12:00:00.000 +0100,166.515,166.06329,166.515,166.60001,166.06,0.27201074963647376,193864.0
193,JPM,2023-12-18 11:45:00.000 +0100,166.095,166.57001,166.095,166.57001,165.66,-0.28517138229144456,423189.0
194,JPM,2023-12-18 11:30:00.000 +0100,166.565,166.32001,166.565,166.7668,166.31,0.14730037594394166,212761.0
195,JPM,2023-12-18 11:15:00.000 +0100,166.32001,166.14,166.32001,166.34,166.075,0.10834838088359817,261768.0
196,JPM,2023-12-18 11:00:00.000 +0100,166.14999,166.62,166.14999,166.69,166.14,-0.28208498379546393,285904.0
197,JPM,2023-12-18 10:45:00.000 +0100,166.62,166.71001,166.62,167.11,166.37,-0.0539919588511851,479793.0
198,JPM,2023-12-18 10:30:00.000 +0100,166.71001,165.92,166.71001,166.92999,165.87,0.4761391031822708,841419.0
199,JPM,2023-12-15 16:45:00.000 +0100,164.88,164.50999,164.88,165.23,164.38,0.2249164321267102,1234072.0
200,JPM,2023-12-15 16:30:00.000 +0100,164.515,164.83,164.515,164.905,164.395,-0.19110598798763945,371845.0
201,JPM,2023-12-15 16:15:00.000 +0100,164.82001,164.905,164.82001,165.07201,164.78,-0.051538764743339974,311354.0
202,JPM,2023-12-15 16:00:00.000 +0100,164.89999,164.795,164.89999,164.94,164.58,0.0637094572044146,213141.0
203,JPM,2023-12-15 15:45:00.000 +0100,164.78,164.92999,164.78,164.96001,164.64999,-0.09094161710675087,236150.0
204,JPM,2023-12-15 15:30:00.000 +0100,164.925,164.47,164.925,164.925,164.45,0.27664619687481756,248724.0
205,JPM,2023-12-15 15:15:00.000 +0100,164.47,164.71001,164.47,164.78,164.465,-0.14571670537814443,203629.0
206,JPM,2023-12-15 15:00:00.000 +0100,164.69501,164.41,164.69501,164.71001,164.33,0.17335320235995363,222997.0
207,JPM,2023-12-15 14:45:00.000 +0100,164.42999,164.64999,164.42999,164.71001,164.35001,-0.13361677094544547,292968.0
208,JPM,2023-12-15 14:30:00.000 +0100,164.64,164.87,164.64,164.94,164.505,-0.13950385151938993,232386.0
209,JPM,2023-12-15 14:15:00.000 +0100,164.87,164.83501,164.87,164.99001,164.78999,0.021227286606160554,187183.0
210,JPM,2023-12-15 14:00:00.000 +0100,164.83,164.98,164.83,165.08,164.77,-0.09092011152865637,192187.0
211,JPM,2023-12-15 13:45:00.000 +0100,164.98,165.03999,164.98,165.27,164.96001,-0.03634876613843657,217651.0
212,JPM,2023-12-15 13:30:00.000 +0100,165.05,165.14999,165.05,165.16,164.83,-0.06054496279411894,253786.0
213,JPM,2023-12-15 13:15:00.000 +0100,165.17,165.02,165.17,165.24001,165.0,0.09089807296083945,210067.0
214,JPM,2023-12-15 13:00:00.000 +0100,165.02,164.73,165.02,165.125,164.62,0.1760456504583382,180167.0
215,JPM,2023-12-15 12:45:00.000 +0100,164.7281,165.18201,164.7281,165.28,164.60001,-0.2747938471023444,394446.0
216,JPM,2023-12-15 12:30:00.000 +0100,165.17,164.96001,165.17,165.2,164.86,0.12729751895624664,275818.0
217,JPM,2023-12-15 12:15:00.000 +0100,164.96001,164.49001,164.96001,165.03999,164.44,0.28573163804902124,310510.0
218,JPM,2023-12-15 12:00:00.000 +0100,164.62,164.45,164.62,165.08501,164.1814,0.1033748859835913,518881.0
219,JPM,2023-12-15 11:45:00.000 +0100,164.44501,163.88,164.44501,164.535,163.88,0.3447705638271912,379849.0
220,JPM,2023-12-15 11:30:00.000 +0100,163.85001,163.85001,163.85001,163.95,163.63,0.0,297608.0
221,JPM,2023-12-15 11:15:00.000 +0100,163.85001,163.77,163.85001,163.95,163.59,0.04885510166696418,363990.0
222,JPM,2023-12-15 11:00:00.000 +0100,163.78,163.64999,163.78,163.98,163.45,0.07944394008212198,340451.0
223,JPM,2023-12-15 10:45:00.000 +0100,163.63499,163.74001,163.63499,164.14999,163.52,-0.06413826406876641,355567.0
224,JPM,2023-12-15 10:30:00.000 +0100,163.705,163.08,163.705,164.57401,162.39,0.3832474858964925,3187190.0
225,JPM,2023-12-14 16:45:00.000 +0100,164.02,163.89999,164.02,164.12,163.66,0.07322148097752033,1432545.0
226,JPM,2023-12-14 16:30:00.000 +0100,163.89,163.8,163.89,164.06,163.77,0.05494505494503967,444570.0
227,JPM,2023-12-14 16:15:00.000 +0100,163.81,164.105,163.81,164.245,163.78999,-0.17976295664360473,307101.0
228,JPM,2023-12-14 16:00:00.000 +0100,164.11,163.92999,164.11,164.16,163.80299,0.10980907154329111,367155.0
229,JPM,2023-12-14 15:45:00.000 +0100,163.9157,163.56,163.9157,164.05,163.55,0.21747370995352447,271326.0
230,JPM,2023-12-14 15:30:00.000 +0100,163.56,163.63,163.56,163.67,163.42,-0.04277944142271783,189579.0
231,JPM,2023-12-14 15:15:00.000 +0100,163.61,163.66,163.61,163.75,163.52,-0.030551142612723296,184136.0
232,JPM,2023-12-14 15:00:00.000 +0100,163.677,163.75,163.677,163.89,163.39,-0.044580152671760305,219334.0
233,JPM,2023-12-14 14:45:00.000 +0100,163.75,163.85001,163.75,163.94,163.39999,-0.06103753060497066,354021.0
234,JPM,2023-12-14 14:30:00.000 +0100,163.85001,164.2,163.85001,164.22,163.81,-0.21314859926917853,265446.0
235,JPM,2023-12-14 14:15:00.000 +0100,164.22,164.53,164.22,164.53999,164.1696,-0.18841548653741097,246633.0
236,JPM,2023-12-14 14:00:00.000 +0100,164.52,164.61,164.52,164.62,164.28999,-0.05467468562055975,324239.0
